iter	Logloss
0	0.6813587232
1	0.6698738149
2	0.6616109961
3	0.653142918
4	0.6436205141
5	0.6344230554
6	0.6268921388
7	0.6217979231
8	0.6160380254
9	0.6119755746
10	0.6076234499
11	0.6036071887
12	0.5998980243
13	0.5958976647
14	0.5927907749
15	0.5890025369
16	0.5858751882
17	0.5832024251
18	0.580283913
19	0.5771335686
20	0.5734257173
21	0.5706313325
22	0.5679005209
23	0.5651476859
24	0.5623048873
25	0.5595822495
26	0.5563973156
27	0.5541959511
28	0.5521452897
29	0.5495543289
30	0.5481943709
31	0.5472475093
32	0.5454923299
33	0.5438413093
34	0.5415731808
35	0.5401153725
36	0.5389053218
37	0.5372213919
38	0.5345885799
39	0.5330260675
40	0.5318379639
41	0.5305910289
42	0.5297545239
43	0.5285460212
44	0.5271823697
45	0.5255956396
46	0.5242097352
47	0.5231075746
48	0.5213938491
49	0.5199517172
50	0.5188018432
51	0.5169203157
52	0.5153825542
53	0.5141958503
54	0.5129160447
55	0.5118466991
56	0.5107245156
57	0.5097278734
58	0.508972524
59	0.5079260354
60	0.5071873203
61	0.5061849168
62	0.505444898
63	0.5043023339
64	0.5033782783
65	0.5027432391
66	0.5020442732
67	0.5015310762
68	0.5009774235
69	0.5008695747
70	0.5001036288
71	0.4993255994
72	0.4986459343
73	0.4976788599
74	0.4969872288
75	0.4965387445
76	0.4958298215
77	0.494795923
78	0.4942133134
79	0.4936379474
80	0.4931884885
81	0.4926053588
82	0.4919229685
83	0.4912912888
84	0.4909937614
85	0.4901768724
86	0.4894955993
87	0.4890707913
88	0.4886623204
89	0.4881642032
90	0.4878539689
91	0.4872011676
92	0.4866315565
93	0.4861564267
94	0.485555787
95	0.4851548177
96	0.4846496223
97	0.484315445
98	0.483756452
99	0.4833024735
100	0.4831038959
101	0.4826421203
102	0.4821425201
103	0.4816732108
104	0.4814644724
105	0.4811298845
106	0.4806122403
107	0.480382857
108	0.479928064
109	0.4796020281
110	0.4791969851
111	0.4788813835
112	0.4785487803
113	0.4781585213
114	0.477642275
115	0.4773364936
116	0.4771192768
117	0.4766162894
118	0.4760557639
119	0.475599631
120	0.4755640954
121	0.4752135136
122	0.4749540471
123	0.4747031483
124	0.474293307
125	0.4740302666
126	0.4735821586
127	0.473206369
128	0.472888464
129	0.4726771827
130	0.4722934321
131	0.4718347552
132	0.4714218461
133	0.4711537525
134	0.4709759153
135	0.4706830378
136	0.4705176787
137	0.4701466035
138	0.4699402527
139	0.4697374366
140	0.4695324598
141	0.4692703954
142	0.4689323346
143	0.4687735261
144	0.4687575512
145	0.4683929477
146	0.4681679135
147	0.4679015697
148	0.4674838875
149	0.4672711203
150	0.4669702869
151	0.4666403475
152	0.4665014614
153	0.4663410983
154	0.4659556382
155	0.4654761724
156	0.4652440774
157	0.4647925338
158	0.464602754
159	0.4643237595
160	0.4640343975
161	0.4638044736
162	0.4635343505
163	0.4633159072
164	0.4631455635
165	0.4628019406
166	0.4625505004
167	0.4622687521
168	0.4621593485
169	0.4618659113
170	0.4616583505
171	0.4615314064
172	0.4609783937
173	0.4606480375
174	0.4604457631
175	0.4602023982
176	0.4598369013
177	0.4594627038
178	0.4590863078
179	0.4589459918
180	0.4587604035
181	0.4585876348
182	0.4581771945
183	0.4579996674
184	0.4577790329
185	0.4577730408
186	0.4574377131
187	0.4572254343
188	0.457089332
189	0.4567761855
190	0.4564283175
191	0.4560720489
192	0.4559773365
193	0.4557490548
194	0.4556057134
195	0.4554973044
196	0.4553873042
197	0.4552376933
198	0.4551387379
199	0.4549183759
200	0.4545572911
201	0.4544681377
202	0.4544334111
203	0.4541892017
204	0.4539669814
205	0.4538101097
206	0.453518339
207	0.4533690949
208	0.4530549727
209	0.4529498849
210	0.4526904987
211	0.4524546565
212	0.4521724163
213	0.4519507367
214	0.4519336601
215	0.4517142795
216	0.451620753
217	0.4514343719
218	0.4512159278
219	0.4512159262
220	0.4510348004
221	0.4508718151
222	0.4507987246
223	0.4506073919
224	0.4505281117
225	0.4503145132
226	0.4501427364
227	0.4498942164
228	0.449638368
229	0.4493458819
230	0.4489461495
231	0.4486752987
232	0.4484516754
233	0.4479983091
234	0.4478963194
235	0.4476458789
236	0.4474611254
237	0.4471937393
238	0.4470211068
239	0.4468849264
240	0.446764373
241	0.4465912437
242	0.4462529914
243	0.4461301556
244	0.4459033601
245	0.4456621049
246	0.4454637328
247	0.4453228483
248	0.4451236379
249	0.4450546822
250	0.4446933277
251	0.44439054
252	0.444189185
253	0.4439582418
254	0.4437934829
255	0.4436229965
256	0.4435375867
257	0.4433699173
258	0.443243156
259	0.4429404625
260	0.4427411868
261	0.4425930712
262	0.4424623291
263	0.4422490024
264	0.4419203653
265	0.44176355
266	0.44154411
267	0.4411985802
268	0.4410949276
269	0.440942726
270	0.440818825
271	0.4406876756
272	0.4405577764
273	0.4404336388
274	0.4402740041
275	0.4399895509
276	0.4397148108
277	0.4395588942
278	0.4394021079
279	0.4390273673
280	0.4387616856
281	0.4386422115
282	0.4383098404
283	0.4382366505
284	0.437961884
285	0.4377083451
286	0.437457181
287	0.4371600316
288	0.4369394479
289	0.4366374265
290	0.4363951956
291	0.4361941369
292	0.4359341409
293	0.43568938
294	0.435400959
295	0.4351095318
296	0.4349268445
297	0.4348475948
298	0.4345236422
299	0.4343816295
300	0.4342125818
301	0.4339294273
302	0.4338002226
303	0.4334819333
304	0.4332741451
305	0.4331222982
306	0.4329114786
307	0.4325851958
308	0.4322731188
309	0.4319425934
310	0.4317505017
311	0.4314830069
312	0.4312113932
313	0.4309373904
314	0.4306440601
315	0.4305624457
316	0.4303841018
317	0.4301308824
318	0.4301177087
319	0.4299425369
320	0.4298254169
321	0.4296917808
322	0.4294060239
323	0.4290789286
324	0.4288712973
325	0.4285982103
326	0.4285132099
327	0.4283102979
328	0.4281800096
329	0.4280549893
330	0.4278169461
331	0.4275374574
332	0.4273383548
333	0.4271904913
334	0.4269279463
335	0.4267604017
336	0.4266698016
337	0.4264383451
338	0.4262844249
339	0.4261617837
340	0.4259392214
341	0.4259078311
342	0.4257578481
343	0.4256049534
344	0.4254663473
345	0.4252005306
346	0.4250264864
347	0.4247985937
348	0.424625382
349	0.4244510074
350	0.4243730705
351	0.4242764011
352	0.4241313506
353	0.4237469641
354	0.4236519409
355	0.4234325204
356	0.4232477033
357	0.4231833689
358	0.4229672643
359	0.4226841638
360	0.4226040151
361	0.4224584364
362	0.4223030708
363	0.4220720474
364	0.42190303
365	0.4216982013
366	0.4214393472
367	0.4212285806
368	0.4211432042
369	0.420911379
370	0.4207440104
371	0.4204229333
372	0.4204112882
373	0.4202087711
374	0.4199735477
375	0.4196750984
376	0.4196260755
377	0.4194001171
378	0.4191957438
379	0.4190140302
380	0.4187881206
381	0.4184015024
382	0.4181660738
383	0.4179600019
384	0.4178185257
385	0.4176773704
386	0.417527585
387	0.4175003025
388	0.4171715078
389	0.4170388109
390	0.416762823
391	0.4165049635
392	0.4161769557
393	0.4161058539
394	0.415938529
395	0.4158295352
396	0.4156198041
397	0.4155916899
398	0.4154935069
399	0.4153465115
400	0.4152428311
401	0.415032545
402	0.4147661357
403	0.4147028289
404	0.4145860569
405	0.4145293763
406	0.4143839714
407	0.414206684
408	0.4141100648
409	0.4139558972
410	0.4136824737
411	0.413526376
412	0.4134915739
413	0.4133568511
414	0.4131513679
415	0.4129470482
416	0.4129030926
417	0.4128603473
418	0.412823542
419	0.4126367348
420	0.4125286801
421	0.4124724639
422	0.4123384669
423	0.4122560391
424	0.4119478316
425	0.4116684441
426	0.4115775641
427	0.4113574008
428	0.4111110306
429	0.4108992101
430	0.4107677886
431	0.4106709008
432	0.4104718627
433	0.4102909789
434	0.4101071125
435	0.4100528354
436	0.4099713894
437	0.4098715912
438	0.4097444504
439	0.4096749188
440	0.4095882651
441	0.4093484342
442	0.4090244415
443	0.408949985
444	0.4088772618
445	0.4087285359
446	0.4085619467
447	0.4084742895
448	0.4083324231
449	0.4082132145
450	0.4080846862
451	0.408002749
452	0.4077998735
453	0.4076131496
454	0.407535349
455	0.4075158933
456	0.4072127423
457	0.4069903091
458	0.4067669002
459	0.4064474084
460	0.4062585893
461	0.4061788977
462	0.406123704
463	0.4058406781
464	0.4056278756
465	0.405567463
466	0.4053880554
467	0.4053077993
468	0.4051954766
469	0.4049082325
470	0.4047873021
471	0.4046195294
472	0.404366211
473	0.4041655523
474	0.4039891831
475	0.4039208882
476	0.4038140458
477	0.4037029159
478	0.4035332567
479	0.4033777701
480	0.4033024463
481	0.4029843923
482	0.4028766818
483	0.4028458143
484	0.4027053782
485	0.4025555546
486	0.4024059259
487	0.4022420303
488	0.4020597798
489	0.4019219729
490	0.4016480971
491	0.4014742254
492	0.4012969814
493	0.4010420934
